annotation_id,annotator,created_at,id,lead_time,sentiment,source,text,updated_at
57,1,2026-06-22T09:00:00Z,57,1.0,"{""choices"":[""物流查询""]}",电商平台,发往我这大概要几天你们仓库在哪里,2026-06-22T09:00:00Z
58,1,2026-06-22T09:00:00Z,58,1.0,"{""choices"": [""物流查询"", ""投诉纠纷""]}",电商平台,海外可以邮寄吗运费怎么算,2026-06-22T09:00:00Z
59,1,2026-06-22T09:00:00Z,59,1.0,"{""choices"":[""物流查询""]}",电商平台,我可以自己去快递点取吗不想等派送,2026-06-22T09:00:00Z
60,1,2026-06-22T09:00:00Z,60,1.0,"{""choices"":[""物流查询""]}",电商平台,物流轨迹显示异常是不是丢件了,2026-06-22T09:00:00Z
61,1,2026-06-22T09:00:00Z,61,1.0,"{""choices"":[""售后退换货""]}",电商平台,收到的商品有划痕我要申请退货退款,2026-06-22T09:00:00Z
62,1,2026-06-22T09:00:00Z,62,1.0,"{""choices"":[""售后退换货""]}",电商平台,衣服买小了能换大一码的吗怎么换,2026-06-22T09:00:00Z
63,1,2026-06-22T09:00:00Z,63,1.0,"{""choices"":[""售后退换货""]}",电商平台,打开包装发现少了一个配件能补发吗,2026-06-22T09:00:00Z
64,1,2026-06-22T09:00:00Z,64,1.0,"{""choices"":[""售后退换货""]}",电商平台,用了三天就坏了这是质量问题我要退款,2026-06-22T09:00:00Z
65,1,2026-06-22T09:00:00Z,65,1.0,"{""choices"": [""售后退换货"", ""闲聊无关内容""]}",电商平台,退货的运费谁承担你们包邮退货吗,2026-06-22T09:00:00Z
66,1,2026-06-22T09:00:00Z,66,1.0,"{""choices"":[""售后退换货""]}",电商平台,颜色和图片差距太大了这是虚假宣传吧我要退,2026-06-22T09:00:00Z
67,1,2026-06-22T09:00:00Z,67,1.0,"{""choices"":[""售后退换货""]}",电商平台,已经在后台申请了退货什么时候通过审核,2026-06-22T09:00:00Z
68,1,2026-06-22T09:00:00Z,68,1.0,"{""choices"":[""售后退换货""]}",电商平台,退回去的货你们收到了吗什么时候退款,2026-06-22T09:00:00Z
69,1,2026-06-22T09:00:00Z,69,1.0,"{""choices"":[""售后退换货""]}",电商平台,退款是退回到原支付方式吗多久能到账,2026-06-22T09:00:00Z
70,1,2026-06-22T09:00:00Z,70,1.0,"{""choices"": [""售后退换货"", ""投诉纠纷""]}",电商平台,超过七天还能退吗刚拆封才发现的瑕疵,2026-06-22T09:00:00Z
71,1,2026-06-22T09:00:00Z,71,1.0,"{""choices"":[""售后退换货""]}",电商平台,换货的话你们先发新的还是我先退旧的,2026-06-22T09:00:00Z
72,1,2026-06-22T09:00:00Z,72,1.0,"{""choices"": [""售后退换货"", ""售前商品咨询""]}",电商平台,食品类开封了还能退吗味道不太对,2026-06-22T09:00:00Z
73,1,2026-06-22T09:00:00Z,73,1.0,"{""choices"":[""售后退换货""]}",电商平台,买的电子产品发票丢了还能保修吗,2026-06-22T09:00:00Z
74,1,2026-06-22T09:00:00Z,74,1.0,"{""choices"":[""售后退换货""]}",电商平台,退货运费险能赔多少怎么申请理赔,2026-06-22T09:00:00Z
75,1,2026-06-22T09:00:00Z,75,1.0,"{""choices"":[""售后退换货""]}",电商平台,收到的是空包裹里面什么都没有太离谱了,2026-06-22T09:00:00Z
76,1,2026-06-22T09:00:00Z,76,1.0,"{""choices"": [""售后退换货"", ""售前商品咨询""]}",电商平台,换的货和原来不是一个型号你们发错了,2026-06-22T09:00:00Z
77,1,2026-06-22T09:00:00Z,77,1.0,"{""choices"":[""售后退换货""]}",电商平台,申请退款之后还能取消退款继续要这个货吗,2026-06-22T09:00:00Z
78,1,2026-06-22T09:00:00Z,78,1.0,"{""choices"": [""售后退换货"", ""订单查询""]}",电商平台,退货地址是什么我自己寄回去还是你们上门取,2026-06-22T09:00:00Z
79,1,2026-06-22T09:00:00Z,79,1.0,"{""choices"":[""售后退换货""]}",电商平台,买了两件只退一件可以吗另一件还想留着,2026-06-22T09:00:00Z
80,1,2026-06-22T09:00:00Z,80,1.0,"{""choices"":[""售后退换货""]}",电商平台,退款的金额为什么比实付少是不是扣了什么费用,2026-06-22T09:00:00Z
81,1,2026-06-22T09:00:00Z,81,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,你们这是虚假宣传我要投诉到12315,2026-06-22T09:00:00Z
82,1,2026-06-22T09:00:00Z,82,1.0,"{""choices"": [""投诉纠纷"", ""订单查询""]}",电商平台,客服态度太差了我要投诉这个客服工号多少,2026-06-22T09:00:00Z
83,1,2026-06-22T09:00:00Z,83,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,等了半小时都没人回复你们客服是摆设吗,2026-06-22T09:00:00Z
84,1,2026-06-22T09:00:00Z,84,1.0,"{""choices"": [""投诉纠纷"", ""售前商品咨询""]}",电商平台,承诺48小时发货结果一周了还没动静,2026-06-22T09:00:00Z
85,1,2026-06-22T09:00:00Z,85,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,你们就是个骗子网站货不对板我要维权,2026-06-22T09:00:00Z
86,1,2026-06-22T09:00:00Z,86,1.0,"{""choices"": [""投诉纠纷"", ""售前商品咨询""]}",电商平台,投诉你们虚假发货根本没有物流信息,2026-06-22T09:00:00Z
87,1,2026-06-22T09:00:00Z,87,1.0,"{""choices"": [""投诉纠纷"", ""物流查询""]}",电商平台,已联系消协了你们看着办,2026-06-22T09:00:00Z
88,1,2026-06-22T09:00:00Z,88,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,我要找你们主管普通客服解决不了我的问题,2026-06-22T09:00:00Z
89,1,2026-06-22T09:00:00Z,89,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,太失望了这个问题拖了一个月没人处理,2026-06-22T09:00:00Z
90,1,2026-06-22T09:00:00Z,90,1.0,"{""choices"": [""投诉纠纷"", ""订单查询""]}",电商平台,我在小红书曝光你们看看多少人转发,2026-06-22T09:00:00Z
91,1,2026-06-22T09:00:00Z,91,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,严重怀疑你们卖假货我要官方检测,2026-06-22T09:00:00Z
92,1,2026-06-22T09:00:00Z,92,1.0,"{""choices"": [""投诉纠纷"", ""物流查询""]}",电商平台,你们店铺评分这么低是有原因的再也不买了,2026-06-22T09:00:00Z
93,1,2026-06-22T09:00:00Z,93,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,上次说的赔偿方案根本没人联系我你们说话不算数,2026-06-22T09:00:00Z
94,1,2026-06-22T09:00:00Z,94,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,客服推来推去到底有没有人能负责这件事,2026-06-22T09:00:00Z
95,1,2026-06-22T09:00:00Z,95,1.0,"{""choices"": [""投诉纠纷"", ""售前商品咨询""]}",电商平台,这个订单我明确写了备注你们完全不管不顾吗,2026-06-22T09:00:00Z
96,1,2026-06-22T09:00:00Z,96,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,你们客服有录音吧我要调取通话记录作为证据,2026-06-22T09:00:00Z
97,1,2026-06-22T09:00:00Z,97,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,发信息已读不回你们就是这个服务态度吗,2026-06-22T09:00:00Z
98,1,2026-06-22T09:00:00Z,98,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,能不能找个能解决问题的来我不想再重复描述了,2026-06-22T09:00:00Z
99,1,2026-06-22T09:00:00Z,99,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,已经截图保留了所有证据准备走法律程序,2026-06-22T09:00:00Z
100,1,2026-06-22T09:00:00Z,100,1.0,"{""choices"":[""投诉纠纷""]}",电商平台,投诉物流投诉商品投诉客服你们全都有问题,2026-06-22T09:00:00Z
101,1,2026-06-22T09:00:00Z,101,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,你好呀今天天气真不错,2026-06-22T09:00:00Z
102,1,2026-06-22T09:00:00Z,102,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,在吗在不在有人吗,2026-06-22T09:00:00Z
103,1,2026-06-22T09:00:00Z,103,1.0,"{""choices"": [""闲聊无关内容"", ""售前商品咨询""]}",电商平台,哈哈发个表情包给你看看,2026-06-22T09:00:00Z
104,1,2026-06-22T09:00:00Z,104,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,今天星期五了周末愉快,2026-06-22T09:00:00Z
105,1,2026-06-22T09:00:00Z,105,1.0,"{""choices"": [""闲聊无关内容"", ""订单查询""]}",电商平台,谢谢你的帮助再见啦,2026-06-22T09:00:00Z
106,1,2026-06-22T09:00:00Z,106,1.0,"{""choices"": [""闲聊无关内容"", ""物流查询""]}",电商平台,你是机器人还是真人啊,2026-06-22T09:00:00Z
107,1,2026-06-22T09:00:00Z,107,1.0,"{""choices"": [""闲聊无关内容"", ""物流查询""]}",电商平台,123 测试一下能不能正常发送,2026-06-22T09:00:00Z
108,1,2026-06-22T09:00:00Z,108,1.0,"{""choices"": [""闲聊无关内容"", ""售前商品咨询""]}",电商平台,今天心情不太好就想找人说说话,2026-06-22T09:00:00Z
109,1,2026-06-22T09:00:00Z,109,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,你们公司招人吗我想来上班,2026-06-22T09:00:00Z
110,1,2026-06-22T09:00:00Z,110,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,晚饭吃啥有没有推荐的外卖,2026-06-22T09:00:00Z
111,1,2026-06-22T09:00:00Z,111,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,能不能讲个笑话给我听,2026-06-22T09:00:00Z
112,1,2026-06-22T09:00:00Z,112,1.0,"{""choices"": [""闲聊无关内容"", ""售前商品咨询""]}",电商平台,这个点还在加班吗辛苦了,2026-06-22T09:00:00Z
113,1,2026-06-22T09:00:00Z,113,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,ABCDEFG随便打几个字看看,2026-06-22T09:00:00Z
114,1,2026-06-22T09:00:00Z,114,1.0,"{""choices"": [""闲聊无关内容"", ""物流查询""]}",电商平台,我是做IT的你们这个系统是用什么技术栈开发的,2026-06-22T09:00:00Z
115,1,2026-06-22T09:00:00Z,115,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,祝生意兴隆财源广进哈,2026-06-22T09:00:00Z
116,1,2026-06-22T09:00:00Z,116,1.0,"{""choices"": [""闲聊无关内容"", ""订单查询""]}",电商平台,晚安了明天再来逛逛,2026-06-22T09:00:00Z
117,1,2026-06-22T09:00:00Z,117,1.0,"{""choices"": [""闲聊无关内容"", ""物流查询""]}",电商平台,听说有个电视剧很好看推荐给你,2026-06-22T09:00:00Z
118,1,2026-06-22T09:00:00Z,118,1.0,"{""choices"": [""闲聊无关内容"", ""投诉纠纷""]}",电商平台,想问问你们的AI客服是怎么训练的挺有意思,2026-06-22T09:00:00Z
119,1,2026-06-22T09:00:00Z,119,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,喵喵喵汪汪汪嘿嘿嘿哈哈哈,2026-06-22T09:00:00Z
120,1,2026-06-22T09:00:00Z,120,1.0,"{""choices"":[""闲聊无关内容""]}",电商平台,请问怎么转人工客服我一直点都找不到,2026-06-22T09:00:00Z
